"","price","trim","isOneOwner","mileage","year","color","displacement","fuel","region","soundSystem","wheelType"
"2048",10995,"430","f",232609,2000,"Silver",4.3,"Gasoline","Mid","Bose","Alloy"
"2049",9988,"430","f",139043,2005,"Silver",4.3,"Gasoline","WSC","unsp","Alloy"
"2050",10883,"430","f",111022,2003,"Black",4.3,"Gasoline","ESC","unsp","unsp"
"2051",10737,"430","t",93632,2004,"White",4.3,"Gasoline","Pac","Premium","Alloy"
"2052",6991,"430","f",171833,2002,"Silver",4.3,"Gasoline","ESC","unsp","unsp"
"2053",10950,"430","f",40944,2000,"Black",4.3,"Gasoline","WNC","Bose","Alloy"
"2054",7993,"430","f",111318,2003,"Silver",4.3,"Gasoline","SoA","unsp","unsp"
"2055",11480,"430","f",102272,2005,"Black",4.3,"Gasoline","WSC","Bose","Alloy"
"2056",10950,"430","f",123335,2001,"Silver",4.3,"Gasoline","SoA","unsp","unsp"
"2057",11950,"430","f",81672,2004,"Black",4.3,"Gasoline","SoA","Bose","Alloy"
"2058",7995,"430","f",92907,2000,"other",4.3,"Gasoline","Pac","Premium","unsp"
"2059",995,"55 AMG","f",120232,2002,"Blue",5.4,"Gasoline","SoA","unsp","Alloy"
"2060",15979,"55 AMG","f",102758,2005,"White",5.4,"Gasoline","Pac","unsp","Alloy"
"2061",26850,"55 AMG","f",55229,2006,"Silver",5.4,"Gasoline","Mtn","unsp","unsp"
"2062",11900,"55 AMG","f",123800,2004,"Black",5.4,"Gasoline","Pac","unsp","unsp"
"2063",12988,"55 AMG","f",141465,2004,"Black",5.4,"Gasoline","Pac","unsp","unsp"
"2064",14900,"500","f",54087,2001,"Silver",5,"Gasoline","ENC","unsp","unsp"
"2065",13900,"500","f",98039,2004,"White",5,"Gasoline","Mid","unsp","unsp"
"2066",16995,"500","f",51500,2005,"Silver",5,"Gasoline","WSC","Premium","unsp"
"2067",8995,"500","f",113460,2001,"Silver",5,"Gasoline","SoA","unsp","Alloy"
"2068",8991,"500","f",141087,2002,"Black",5,"Gasoline","SoA","Bose","Alloy"
"2069",6991,"500","t",161926,2000,"Black",5,"Gasoline","WSC","unsp","Alloy"
"2070",7991,"500","f",107481,2000,"Silver",5,"Gasoline","SoA","unsp","unsp"
"2071",6510,"500","f",110731,2001,"Black",5,"Gasoline","ENC","Bose","Alloy"
"2072",12850,"500","f",37188,2003,"Gray",5,"Gasoline","Mid","Bose","Alloy"
"2073",7999,"500","f",92169,2000,"Black",5,"Gasoline","Mid","Premium","Alloy"
"2074",12900,"500","f",58465,2000,"White",5,"Gasoline","Mtn","unsp","Alloy"
"2075",3900,"500","f",126143,2000,"Black",5,"Gasoline","SoA","unsp","Alloy"
"2076",5995,"500","f",121457,2001,"Silver",5,"Gasoline","New","unsp","Alloy"
"2077",14981,"500","f",93487,2005,"Black",5,"Gasoline","Pac","Harman Kardon","unsp"
"2078",15000,"500","f",104475,2006,"Silver",5,"Gasoline","Pac","unsp","unsp"
"2079",6544,"500","f",210274,2002,"Silver",5,"Gasoline","SoA","unsp","unsp"
"2080",12995,"500","f",71015,2002,"Black",5,"Gasoline","ENC","unsp","unsp"
"2081",11871,"500","f",164349,2002,"unsp",5,"Gasoline","ESC","unsp","Alloy"
"2082",14900,"500","f",94612,2004,"other",5,"Gasoline","SoA","unsp","Alloy"
"2083",16888,"500","f",98220,2004,"Silver",5,"Gasoline","Pac","unsp","unsp"
"2084",16900,"500","f",70919,2004,"Silver",5,"Gasoline","ESC","unsp","unsp"
"2085",9999,"500","f",96500,2005,"Black",5,"Gasoline","Pac","unsp","unsp"
"2086",14888,"500","f",91448,2006,"Gray",5,"Gasoline","Pac","Premium","unsp"
"2087",18988,"500","f",81968,2006,"Silver",5,"Gasoline","Pac","Bose","unsp"
"2088",5900,"500","f",149288,2000,"Silver",5,"Gasoline","SoA","unsp","Alloy"
"2089",5500,"500","f",171596,2002,"other",5,"Gasoline","SoA","Premium","Alloy"
"2090",11995,"500","f",84991,2003,"Black",5,"Gasoline","ENC","unsp","unsp"
"2091",13988,"500","f",63868,2005,"Gray",5,"Gasoline","SoA","unsp","Alloy"
"2092",13488,"500","f",99280,2006,"Silver",5,"Gasoline","Pac","unsp","Alloy"
"2093",8209,"500","f",101009,2000,"Silver",5,"Gasoline","WSC","unsp","Alloy"
"2094",8998,"500","f",104487,2001,"Silver",5,"Gasoline","SoA","Premium","Alloy"
"2095",11994,"500","f",79152,2003,"Gray",5,"Gasoline","Pac","Premium","Alloy"
"2096",8997,"500","f",128888,2003,"Silver",5,"Gasoline","Pac","unsp","unsp"
"2097",7900,"500","f",169420,2000,"other",5,"Gasoline","Pac","Bose","unsp"
"2098",14995,"500","f",79101,2001,"Silver",5,"Gasoline","WSC","unsp","Alloy"
"2099",995,"500","f",2e+05,2001,"unsp",5,"Gasoline","ENC","Bose","Alloy"
"2100",11981,"500","t",88770,2003,"other",5,"Gasoline","Pac","Bose","unsp"
"2101",17500,"500","f",74769,2006,"Black",5,"Gasoline","WSC","unsp","Alloy"
"2102",10990,"600","f",159437,2003,"Black",5.5,"Gasoline","SoA","Premium","Alloy"
"2103",17990,"600","t",55242,2004,"Black",5.5,"Gasoline","Pac","Premium","unsp"
"2104",14595,"600","f",73565,2003,"Black",5.5,"Gasoline","ESC","unsp","Alloy"
"2105",14950,"600","f",80520,2003,"Black",5.5,"Gasoline","Mtn","Premium","unsp"
"2106",8980,"600","f",76730,2001,"Black",5.8,"Gasoline","WSC","Bose","unsp"
"2107",7950,"600","f",161025,2001,"Black",5.8,"Gasoline","ESC","Premium","other"
"2108",40800,"65 AMG","f",52800,2006,"Black",6,"Gasoline","WNC","Bose","Alloy"
"2109",9995,"430","f",97317,2003,"Silver",4.3,"Gasoline","SoA","unsp","unsp"
"2110",6555,"430","f",153656,2003,"Silver",4.3,"Gasoline","ENC","Bose","Alloy"
"2111",13950,"430","f",88959,2004,"Black",4.3,"Gasoline","ENC","Premium","Alloy"
"2112",13981,"430","t",114430,2005,"Black",4.3,"Gasoline","SoA","unsp","Alloy"
"2113",13900,"430","f",99614,2006,"Blue",4.3,"Gasoline","SoA","Bose","Alloy"
"2114",12799,"430","f",133389,2006,"Black",4.3,"Gasoline","New","unsp","Alloy"
"2115",8995,"500","f",144996,2003,"Gray",5,"Gasoline","New","unsp","Alloy"
"2116",15000,"500","f",117433,2003,"Silver",5,"Gasoline","Mtn","unsp","unsp"
"2117",19900,"500","f",115026,2004,"Gray",5,"Gasoline","ENC","unsp","unsp"
"2118",8570,"500","f",168822,2003,"White",5,"Gasoline","New","unsp","Alloy"
"2119",23995,"500","f",63511,2006,"Black",5,"Gasoline","SoA","unsp","unsp"
"2120",13495,"500","f",95089,2004,"Black",5,"Gasoline","New","Premium","unsp"
"2121",19900,"500","f",87895,2006,"Black",5,"Gasoline","Mid","unsp","Alloy"
"2122",12795,"500","f",97575,2003,"Black",5,"Gasoline","Mid","Bose","Alloy"
"2123",11900,"500","f",125626,2004,"Black",5,"Gasoline","Mid","unsp","Alloy"
"2124",24988,"550","f",82617,2007,"Black",5.5,"Gasoline","WSC","unsp","Alloy"
"2125",25707,"550","f",51540,2007,"Black",5.5,"Gasoline","Mid","unsp","Alloy"
"2126",23991,"550","f",103529,2007,"Silver",5.5,"Gasoline","SoA","Premium","unsp"
"2127",48900,"550","f",89465,2007,"other",5.5,"Gasoline","SoA","unsp","unsp"
"2128",31284,"550","t",51633,2008,"unsp",5.5,"Gasoline","Mtn","unsp","Alloy"
"2129",25795,"550","f",62949,2007,"Silver",5.5,"Gasoline","Mid","unsp","Alloy"
"2130",31999,"550","f",67508,2007,"White",5.5,"Gasoline","Mtn","Premium","other"
"2131",23995,"550","f",96637,2007,"Silver",5.5,"Gasoline","Pac","unsp","Alloy"
"2132",28995,"550","f",49944,2008,"Silver",5.5,"Gasoline","Mid","unsp","unsp"
"2133",30999,"550","f",64180,2008,"Gray",5.5,"Gasoline","Pac","Harman Kardon","unsp"
"2134",23991,"550","t",100452,2008,"Black",5.5,"Gasoline","SoA","unsp","Alloy"
"2135",27991,"550","f",106975,2009,"White",5.5,"Gasoline","SoA","unsp","unsp"
"2136",25900,"550","f",67000,2007,"Silver",5.5,"Gasoline","Pac","unsp","Alloy"
"2137",26995,"550","f",93926,2007,"White",5.5,"Gasoline","Mtn","Harman Kardon","Premium"
"2138",24900,"550","f",86360,2007,"Gray",5.5,"Gasoline","Mid","Harman Kardon","Alloy"
"2139",25995,"550","t",122382,2007,"Black",5.5,"Gasoline","Pac","Harman Kardon","Alloy"
"2140",23877,"550","f",97455,2008,"Blue",5.5,"Gasoline","SoA","unsp","unsp"
"2141",19995,"550","f",107971,2007,"Silver",5.5,"Gasoline","SoA","Harman Kardon","Alloy"
"2142",22993,"550","f",105619,2007,"Gray",5.5,"Gasoline","Pac","Harman Kardon","Alloy"
"2143",25800,"550","f",75046,2007,"unsp",5.5,"Gasoline","WSC","unsp","Alloy"
"2144",24997,"550","f",75714,2007,"Silver",5.5,"Gasoline","SoA","unsp","Alloy"
"2145",33950,"550","t",26955,2008,"Black",5.5,"Gasoline","WSC","Premium","Alloy"
"2146",34998,"550","f",36243,2008,"Black",5.5,"Gasoline","SoA","Premium","Alloy"
"2147",19995,"550","f",144835,2007,"unsp",5.5,"Gasoline","WSC","unsp","Alloy"
"2148",26991,"550","f",48167,2007,"other",5.5,"Gasoline","Pac","Harman Kardon","unsp"
"2149",23777,"550","f",89944,2007,"Silver",5.5,"Gasoline","Pac","Premium","Premium"
"2150",31994,"550","f",68869,2008,"unsp",5.5,"Gasoline","SoA","Harman Kardon","Alloy"
"2151",29970,"550","f",61417,2007,"Gray",5.5,"Gasoline","ESC","Premium","Alloy"
"2152",20993,"550","f",93663,2007,"Black",5.5,"Gasoline","SoA","Harman Kardon","Alloy"
"2153",36450,"550","f",40041,2008,"White",5.5,"Gasoline","WSC","unsp","Alloy"
"2154",34888,"550","f",46844,2009,"Silver",5.5,"Gasoline","Pac","Premium","unsp"
"2155",21995,"550","f",109651,2007,"Gray",5.5,"Gasoline","Pac","Harman Kardon","unsp"
"2156",27000,"550","f",84463,2007,"Blue",5.5,"Gasoline","Pac","unsp","Alloy"
"2157",29980,"550","f",65639,2007,"White",5.5,"Gasoline","Mid","Premium","unsp"
"2158",41225,"550","t",33070,2008,"Gray",5.5,"Gasoline","SoA","unsp","unsp"
"2159",40900,"550","f",46240,2008,"Silver",5.5,"Gasoline","WSC","Premium","Alloy"
"2160",36995,"550","f",47846,2009,"unsp",5.5,"Gasoline","ENC","Harman Kardon","Alloy"
"2161",27352,"550","f",68535,2007,"Black",5.5,"Gasoline","SoA","unsp","unsp"
"2162",27892,"550","f",49898,2007,"Black",5.5,"Gasoline","SoA","unsp","unsp"
"2163",25991,"550","f",74520,2007,"White",5.5,"Gasoline","SoA","Premium","unsp"
"2164",20888,"550","f",97140,2007,"Blue",5.5,"Gasoline","SoA","unsp","unsp"
"2165",34500,"550","f",54267,2008,"Black",5.5,"Gasoline","Pac","Premium","Alloy"
"2166",48777,"550","f",36582,2008,"White",5.5,"Gasoline","Pac","Premium","Alloy"
"2167",33900,"550","f",29495,2007,"Gray",5.5,"Gasoline","Pac","Premium","Alloy"
"2168",24995,"550","f",78421,2007,"Silver",5.5,"Gasoline","SoA","unsp","unsp"
"2169",17500,"550","f",148543,2007,"Silver",5.5,"Gasoline","SoA","unsp","unsp"
"2170",23800,"550","f",95710,2007,"Silver",5.5,"Gasoline","ENC","unsp","Alloy"
"2171",30775,"550","f",87517,2008,"unsp",5.5,"Gasoline","ENC","unsp","unsp"
"2172",30999,"550","f",54899,2008,"Black",5.5,"Gasoline","SoA","Premium","unsp"
"2173",35995,"600","f",71494,2007,"Black",5.5,"Gasoline","WSC","unsp","unsp"
"2174",31950,"600","f",57776,2007,"Gray",5.5,"Gasoline","WSC","Harman Kardon","Alloy"
"2175",35950,"63 AMG","f",64385,2008,"Silver",6.3,"Gasoline","ENC","Harman Kardon","Alloy"
"2176",50000,"63 AMG","f",47000,2008,"Silver",6.3,"Gasoline","Mid","unsp","unsp"
"2177",49950,"63 AMG","f",55023,2008,"White",6.3,"Gasoline","SoA","unsp","Alloy"
"2178",39900,"63 AMG","f",89295,2008,"Silver",6.3,"Gasoline","Mid","unsp","Alloy"
"2179",45900,"63 AMG","f",64000,2008,"Gray",6.3,"Gasoline","ENC","Harman Kardon","unsp"
"2180",49950,"65 AMG","t",76093,2007,"Black",6,"Gasoline","ESC","Harman Kardon","unsp"
"2181",64999,"65 AMG","f",52951,2007,"Black",6,"Gasoline","ENC","unsp","unsp"
"2182",54997,"65 AMG","f",39100,2008,"Black",6,"Gasoline","ENC","Harman Kardon","unsp"
"2183",43993,"550","t",18047,2010,"White",5.5,"Gasoline","SoA","unsp","unsp"
"2184",47881,"550","f",14479,2011,"White",5.5,"Gasoline","SoA","unsp","Alloy"
"2185",41880,"550","f",47353,2010,"Black",5.5,"Gasoline","Pac","Harman Kardon","unsp"
"2186",47564,"550","t",20565,2010,"Silver",5.5,"Gasoline","SoA","unsp","unsp"
"2187",51991,"550","f",37179,2011,"Black",5.5,"Gasoline","Pac","unsp","unsp"
"2188",51990,"550","t",29293,2011,"Black",5.5,"Gasoline","ESC","Harman Kardon","unsp"
"2189",49981,"550","f",32051,2011,"Black",5.5,"Gasoline","Pac","unsp","unsp"
"2190",44000,"550","f",46607,2011,"Black",5.5,"Gasoline","Mid","Premium","Alloy"
"2191",49995,"550","f",32330,2011,"White",5.5,"Gasoline","Pac","unsp","unsp"
"2192",50377,"550","t",42876,2010,"Black",5.5,"Gasoline","Pac","Harman Kardon","Premium"
"2193",54881,"550","t",7470,2011,"White",5.5,"Gasoline","SoA","unsp","unsp"
"2194",45250,"550","f",42487,2010,"unsp",5.5,"Gasoline","WSC","unsp","unsp"
"2195",42897,"550","t",39000,2010,"Silver",5.5,"Gasoline","Mtn","Premium","Alloy"
"2196",61990,"550","f",11693,2011,"White",5.5,"Gasoline","SoA","Premium","unsp"
"2197",44995,"550","f",63012,2010,"Black",5.5,"Gasoline","WSC","Harman Kardon","Alloy"
"2198",43998,"550","f",29282,2010,"Black",5.5,"Gasoline","SoA","Premium","Alloy"
"2199",54888,"550","t",28498,2012,"Black",4.6,"Gasoline","Pac","unsp","unsp"
"2200",51994,"550","t",38827,2012,"Black",4.6,"Gasoline","Pac","unsp","unsp"
"2201",56490,"550","t",34481,2013,"White",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2202",74990,"550","t",9276,2013,"Silver",4.6,"Gasoline","WSC","Premium","Alloy"
"2203",63000,"550","f",19266,2013,"White",4.6,"Gasoline","Mtn","Premium","Alloy"
"2204",69991,"550","f",15450,2013,"Black",4.6,"Gasoline","WSC","unsp","unsp"
"2205",44880,"550","t",32223,2012,"Silver",4.6,"Gasoline","Pac","Harman Kardon","unsp"
"2206",49999,"550","f",40109,2012,"Silver",4.6,"Gasoline","SoA","Harman Kardon","unsp"
"2207",62994,"550","t",16615,2013,"White",4.6,"Gasoline","Pac","unsp","unsp"
"2208",64995,"550","f",7944,2013,"Gray",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2209",44999,"550","t",32255,2012,"Black",4.6,"Gasoline","SoA","Premium","Alloy"
"2210",54900,"550","t",17136,2012,"Blue",4.6,"Gasoline","SoA","unsp","unsp"
"2211",63941,"550","f",22171,2013,"Black",4.6,"Gasoline","Pac","Harman Kardon","Alloy"
"2212",56850,"550","f",34443,2012,"Gray",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2213",59654,"550","t",17455,2013,"Black",4.6,"Gasoline","SoA","Harman Kardon","unsp"
"2214",51882,"550","t",24443,2012,"Black",4.6,"Gasoline","SoA","unsp","unsp"
"2215",54222,"550","f",32455,2012,"unsp",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2216",67960,"550","t",16334,2013,"White",4.6,"Gasoline","WNC","unsp","Alloy"
"2217",63995,"550","f",22000,2012,"Silver",4.6,"Gasoline","Pac","Harman Kardon","Alloy"
"2218",53450,"550","f",23346,2012,"Black",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2219",69895,"63 AMG","f",34771,2011,"Silver",5.5,"Gasoline","Pac","Harman Kardon","unsp"
"2220",52800,"63 AMG","f",53131,2010,"Black",6.3,"Gasoline","SoA","Premium","unsp"
"2221",49991,"63 AMG","f",58885,2010,"Gray",6.3,"Gasoline","SoA","unsp","Alloy"
"2222",25836,"550","f",78819,2007,"Black",5.5,"Gasoline","Mid","Premium","Alloy"
"2223",32998,"550","t",79633,2008,"Black",5.5,"Gasoline","SoA","Premium","unsp"
"2224",38995,"550","f",55536,2009,"Black",5.5,"Gasoline","New","unsp","Alloy"
"2225",39800,"550","f",46635,2009,"White",5.5,"Gasoline","ENC","Premium","unsp"
"2226",27900,"550","f",65231,2008,"Silver",5.5,"Gasoline","ESC","unsp","unsp"
"2227",30995,"550","f",57657,2007,"Silver",5.5,"Gasoline","Pac","unsp","Alloy"
"2228",37980,"550","t",55382,2008,"Black",5.5,"Gasoline","Mid","Premium","Alloy"
"2229",29900,"550","f",65962,2008,"Black",5.5,"Gasoline","ENC","unsp","Alloy"
"2230",30888,"550","f",47960,2007,"unsp",5.5,"Gasoline","Mtn","Premium","Alloy"
"2231",27988,"550","f",78767,2007,"Black",5.5,"Gasoline","Pac","Premium","Alloy"
"2232",24900,"550","f",94097,2008,"Black",5.5,"Gasoline","WSC","unsp","unsp"
"2233",29975,"550","f",64072,2007,"Black",5.5,"Gasoline","Mtn","unsp","Alloy"
"2234",29771,"550","f",56387,2007,"White",5.5,"Gasoline","Mid","Harman Kardon","Alloy"
"2235",32995,"550","f",79070,2008,"White",5.5,"Gasoline","Mid","unsp","Alloy"
"2236",31493,"550","t",63748,2008,"Black",5.5,"Gasoline","New","Premium","Alloy"
"2237",35994,"550","t",29370,2009,"Black",5.5,"Gasoline","Mid","Premium","Alloy"
"2238",24101,"550","f",84000,2008,"unsp",5.5,"Gasoline","ENC","Harman Kardon","unsp"
"2239",29995,"550","f",66902,2008,"Black",5.5,"Gasoline","Mid","unsp","Alloy"
"2240",23995,"550","f",86661,2007,"White",5.5,"Gasoline","SoA","Bose","Alloy"
"2241",19500,"550","f",123000,2007,"Gray",5.5,"Gasoline","ENC","Harman Kardon","Alloy"
"2242",42995,"550","f",23402,2008,"White",5.5,"Gasoline","Mid","Harman Kardon","Alloy"
"2243",23997,"550","t",118400,2008,"White",5.5,"Gasoline","SoA","unsp","unsp"
"2244",34997,"550","t",86788,2009,"Gray",5.5,"Gasoline","SoA","Premium","unsp"
"2245",27991,"550","f",75000,2007,"Black",5.5,"Gasoline","ENC","unsp","Alloy"
"2246",29995,"550","t",54007,2007,"White",5.5,"Gasoline","Mid","Harman Kardon","unsp"
"2247",29988,"550","t",67178,2008,"Black",5.5,"Gasoline","WSC","Premium","unsp"
"2248",34990,"550","t",69132,2009,"White",5.5,"Gasoline","SoA","unsp","Alloy"
"2249",59995,"350","f",18748,2013,"Black",3,"Diesel","WSC","Harman Kardon","Alloy"
"2250",45995,"350","f",46986,2012,"Black",3,"Diesel","SoA","Harman Kardon","unsp"
"2251",41985,"550","f",69783,2010,"Black",5.5,"Gasoline","SoA","unsp","unsp"
"2252",42995,"550","f",48778,2011,"Silver",5.5,"Gasoline","Mid","unsp","Alloy"
"2253",49500,"550","f",46311,2011,"Silver",5.5,"Gasoline","ENC","Premium","Alloy"
"2254",53891,"550","f",47298,2011,"other",5.5,"Gasoline","Mid","Premium","Alloy"
"2255",36999,"550","t",35876,2011,"Black",5.5,"Gasoline","SoA","Premium","Alloy"
"2256",43995,"550","f",50014,2011,"White",5.5,"Gasoline","SoA","Harman Kardon","Alloy"
"2257",38900,"550","f",48711,2010,"Black",5.5,"Gasoline","ENC","Premium","Alloy"
"2258",48180,"550","f",25080,2010,"Black",5.5,"Gasoline","ENC","Premium","Alloy"
"2259",45900,"550","f",43089,2010,"Black",5.5,"Gasoline","SoA","unsp","Alloy"
"2260",41900,"550","t",36900,2011,"Black",5.5,"Gasoline","SoA","Harman Kardon","Premium"
"2261",52900,"550","f",16096,2011,"Black",5.5,"Gasoline","Mid","unsp","unsp"
"2262",39499,"550","f",42337,2011,"Black",5.5,"Gasoline","SoA","Harman Kardon","Alloy"
"2263",43995,"550","t",32206,2010,"Black",5.5,"Gasoline","WSC","Harman Kardon","Alloy"
"2264",44900,"550","t",46643,2011,"Black",5.5,"Gasoline","New","Harman Kardon","unsp"
"2265",42995,"550","t",44000,2010,"Black",5.5,"Gasoline","ENC","Harman Kardon","unsp"
"2266",39988,"550","f",63308,2010,"Silver",5.5,"Gasoline","SoA","unsp","unsp"
"2267",46900,"550","t",21752,2010,"Black",5.5,"Gasoline","SoA","unsp","unsp"
"2268",53750,"550","f",50000,2011,"Silver",5.5,"Gasoline","SoA","unsp","unsp"
"2269",33999,"550","f",81001,2010,"Black",5.5,"Gasoline","Mid","Premium","Alloy"
"2270",44991,"550","t",39187,2011,"other",5.5,"Gasoline","SoA","Harman Kardon","Premium"
"2271",44499,"550","f",50269,2011,"Gray",5.5,"Gasoline","SoA","Premium","Alloy"
"2272",55991,"550","f",26534,2012,"Black",4.6,"Gasoline","ENC","Premium","Alloy"
"2273",52987,"550","t",48305,2013,"Black",4.6,"Gasoline","New","unsp","Alloy"
"2274",45995,"550","f",31573,2012,"Blue",4.6,"Gasoline","New","Premium","unsp"
"2275",48999,"550","f",39928,2012,"Black",4.6,"Gasoline","SoA","Premium","Alloy"
"2276",69991,"550","f",19881,2013,"White",4.6,"Gasoline","WSC","unsp","unsp"
"2277",55999,"550","t",30428,2013,"Black",4.6,"Gasoline","SoA","Harman Kardon","Alloy"
"2278",59991,"550","f",24434,2013,"Silver",4.6,"Gasoline","WSC","unsp","unsp"
"2279",51990,"550","t",33177,2012,"Silver",4.6,"Gasoline","ESC","Harman Kardon","unsp"
"2280",65998,"550","f",12287,2012,"White",4.6,"Gasoline","New","unsp","unsp"
"2281",48758,"550","f",44285,2012,"Blue",4.6,"Gasoline","SoA","Premium","Alloy"
"2282",40999,"550","t",55336,2012,"Silver",4.6,"Gasoline","SoA","Premium","Alloy"
"2283",44995,"550","f",46883,2012,"Black",4.6,"Gasoline","ENC","Harman Kardon","Alloy"
"2284",49894,"550","f",28000,2012,"Black",4.6,"Gasoline","SoA","unsp","unsp"
"2285",44999,"550","t",19049,2012,"Silver",4.6,"Gasoline","SoA","Premium","Alloy"
"2286",53999,"550","t",22385,2012,"Black",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2287",76977,"550","t",11946,2013,"Black",4.6,"Gasoline","ENC","unsp","Alloy"
"2288",63000,"550","f",29270,2012,"White",4.6,"Gasoline","Pac","Premium","Alloy"
"2289",40999,"550","t",45089,2012,"Silver",4.6,"Gasoline","SoA","unsp","Alloy"
"2290",63000,"550","f",8062,2012,"Black",4.6,"Gasoline","SoA","unsp","unsp"
"2291",68989,"550","f",12835,2012,"Black",4.6,"Gasoline","SoA","unsp","Alloy"
"2292",51998,"550","f",19124,2012,"Black",4.6,"Gasoline","New","unsp","unsp"
"2293",49868,"550","f",11485,2012,"Black",4.6,"Gasoline","New","unsp","Alloy"
"2294",76990,"550","f",242,2013,"Black",4.6,"Gasoline","ENC","unsp","unsp"
"2295",53990,"550","f",29546,2012,"Black",4.6,"Gasoline","ESC","Harman Kardon","unsp"
"2296",45950,"550","t",37295,2012,"Black",4.6,"Gasoline","ESC","Harman Kardon","Alloy"
"2297",54900,"550","f",29565,2013,"Black",4.6,"Gasoline","SoA","Harman Kardon","Alloy"
"2298",64998,"550","f",18101,2013,"White",4.6,"Gasoline","New","unsp","Premium"
"2299",58995,"550","f",17456,2013,"Black",4.6,"Gasoline","WSC","Harman Kardon","Alloy"
"2300",48888,"400","t",25198,2011,"Black",3.5,"Hybrid","Pac","unsp","unsp"
"2301",37999,"400","f",49424,2010,"White",3.5,"Hybrid","SoA","Premium","Alloy"
"2302",48993,"400","t",14112,2011,"Silver",3.5,"Hybrid","Pac","Premium","Alloy"
"2303",40995,"400","f",18505,2011,"Silver",3.5,"Hybrid","SoA","unsp","unsp"
"2304",39995,"400","f",43103,2011,"Silver",3.5,"Hybrid","Mid","unsp","unsp"
"2305",4500,"320","f",133000,1995,"White",3.2,"Gasoline","SoA","Premium","Alloy"
"2306",3995,"320","f",118000,1996,"unsp",3.2,"Gasoline","Pac","unsp","unsp"
"2307",2995,"320","f",173396,1996,"Silver",3.2,"Gasoline","Mid","unsp","Alloy"
"2308",6995,"320","f",105210,1999,"White",3.2,"Gasoline","Pac","Premium","Alloy"
"2309",6500,"320","f",135146,1999,"Black",3.2,"Gasoline","Pac","unsp","Alloy"
"2310",5995,"420","f",190634,1995,"other",4.2,"Gasoline","SoA","unsp","unsp"
"2311",4900,"420","f",81466,1994,"Black",4.2,"Gasoline","SoA","Premium","unsp"
"2312",6941,"420","t",72003,1996,"other",4.2,"Gasoline","Pac","Bose","Alloy"
"2313",5991,"420","f",111063,1998,"other",4.2,"Gasoline","WSC","Premium","Alloy"
"2314",12888,"420","f",76237,1999,"Silver",4.2,"Gasoline","Pac","Bose","Alloy"
"2315",5995,"420","f",129779,1997,"other",4.2,"Gasoline","Pac","unsp","Alloy"
"2316",4998,"500","f",96000,1996,"White",5,"Gasoline","Mid","Premium","Alloy"
"2317",6995,"500","f",145155,1995,"Black",5,"Gasoline","Mid","unsp","unsp"
"2318",3900,"500","f",121000,1995,"White",5,"Gasoline","ENC","unsp","unsp"
"2319",4995,"500","f",119318,1998,"Blue",5,"Gasoline","Mid","unsp","Alloy"
"2320",6995,"500","f",116343,1999,"White",5,"Gasoline","Pac","Premium","Alloy"
"2321",8199,"500","f",111948,1996,"White",5,"Gasoline","Mid","Premium","unsp"
"2322",5991,"500","f",166461,1997,"Black",5,"Gasoline","WSC","unsp","Alloy"
"2323",15991,"350","f",80511,2006,"unsp",3.7,"Gasoline","Pac","unsp","Alloy"
"2324",6996,"430","f",129239,2001,"Silver",4.3,"Gasoline","SoA","Premium","Alloy"
"2325",9885,"430","f",70423,2003,"Silver",4.3,"Gasoline","Pac","unsp","unsp"
"2326",6500,"430","f",165473,2001,"Silver",4.3,"Gasoline","ENC","unsp","Alloy"
"2327",9900,"430","f",105974,2003,"Silver",4.3,"Gasoline","WSC","unsp","unsp"
"2328",4300,"430","f",207906,2002,"Black",4.3,"Gasoline","Pac","Premium","Alloy"
"2329",13995,"430","f",78176,2003,"other",4.3,"Gasoline","Pac","Premium","Alloy"
"2330",6995,"430","f",145746,2001,"Black",4.3,"Gasoline","Mid","Premium","Alloy"
"2331",9000,"430","f",78094,2000,"Silver",4.3,"Gasoline","SoA","Bose","unsp"
"2332",7998,"430","f",139297,2002,"unsp",4.3,"Gasoline","Pac","Premium","Alloy"
"2333",6950,"430","f",140636,2004,"Blue",4.3,"Gasoline","SoA","unsp","Alloy"
"2334",11995,"430","f",106253,2005,"Silver",4.3,"Gasoline","Pac","unsp","unsp"
"2335",7900,"430","f",130692,2000,"White",4.3,"Gasoline","Mtn","Premium","Alloy"
"2336",12488,"430","f",139334,2005,"Gray",4.3,"Gasoline","ESC","unsp","unsp"
"2337",1799,"430","f",161142,2002,"Silver",4.3,"Gasoline","New","Premium","Alloy"
"2338",9955,"430","f",145540,2006,"Black",4.3,"Gasoline","ENC","unsp","unsp"
"2339",14900,"430","f",42980,2003,"Gray",4.3,"Gasoline","ENC","unsp","unsp"
"2340",10995,"430","f",135969,2004,"Silver",4.3,"Gasoline","SoA","Bose","unsp"
"2341",7890,"430","f",111066,2003,"Silver",4.3,"Gasoline","Mtn","unsp","Alloy"
"2342",10977,"430","f",87754,2002,"Silver",4.3,"Gasoline","SoA","Bose","Alloy"
